book_id,title
17571564,"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened"
9539,"The Shadow Rising (Wheel of Time, #4)"
33600,Shantaram
2233407,"From Dead to Worse (Sookie Stackhouse, #8)"
34084,"The Waste Lands (The Dark Tower, #3)"
2373,"The Bone Collector (Lincoln Rhyme, #1)"
101299,The Reader
759611,"Brown Bear, Brown Bear, What Do You See?"
77566,"Hyperion (Hyperion Cantos, #1)"
5308,The Pearl
179780,The Exorcist
7937462,"The Short Second Life of Bree Tanner: An Eclipse Novella (Twilight, #3.5)"
77142,Snow Falling on Cedars
